Date,PM2.5,Target,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7
2017-12-01,97.10791666666667,0,2.446026742687273,2.3619935198923914,2.2285618614390277,2.348645844128993,2.3241177736078975,2.3492245045975326,2.1080420264420967
2017-12-02,99.61916666666667,1,2.3570109871019715,2.221847020986812,2.34084736969464,2.315396314572376,2.342452873690183,2.0996340718640787,2.2171319214469207
2017-12-03,101.05217391304348,1,2.217060935087232,2.3338875245583033,2.3076805442705473,2.3336789031472547,2.093382678974747,2.2084028101155186,2.279382438141156
2017-12-04,102.54238095238095,0,2.3289443886521473,2.300793068469422,2.3259176571455127,2.085322042491403,2.2019247032764957,2.2704700635126613,2.3441177410607277
2017-12-05,98.92823529411764,0,2.2958963218990927,2.3189903883368244,2.0781785537629482,2.1935532037333654,2.263862585749691,2.335014788013269,2.1871175338364033
2017-12-06,84.15,0,2.314068134123154,2.071791846614546,2.186140503246971,2.255313696851736,2.3282727753677714,2.178476783789787,1.5451439602806532
2017-12-07,88.34299999999999,0,2.0672160968467286,2.1795182253313223,2.2477473747028482,2.3195394164568897,2.172061053767264,1.5383931574984704,1.7272898755639683
2017-12-08,88.705,0,2.1747914727748117,2.2409906718528045,2.3118133406965513,2.1637750833592553,1.5333115965523048,1.7200028417148108,1.7430153278254905
2017-12-09,86.2075,0,2.2361777518137966,2.3049168472180908,2.1564364523002055,1.5268549969523644,1.714542739567627,1.735681998806706,1.634522739363749
2017-12-10,85.78368421052632,0,2.300014320242828,2.149878988016631,1.5211006266012395,1.7075670961410339,1.730189215544624,1.6275088086492264,1.6161119797917947
2017-12-11,81.905,0,2.145193781528433,1.515929452104338,1.7013632265759553,1.7231687607979145,1.6222414979961457,1.6091522496956814,1.4476200919737023
2017-12-12,81.71304347826087,0,1.5121328687087754,1.6957987227701186,1.7169260840028213,1.6155302042217865,1.6039232008451185,1.4411563959755307,1.4392814093248172
2017-12-13,76.63521739130434,0,1.6917500120702287,1.711327622360153,1.6095552651531064,1.597264370454772,1.436277512109328,1.4328422621104433,1.218698227770275
2017-12-14,72.6225,0,1.7072571444090905,1.6041910844427218,1.5913348654104729,1.430098816967016,1.4279807079490543,1.2129084695615107,1.0443838747980814
2017-12-15,74.72545454545455,0,1.6002707824855915,1.5860104412399378,1.4245851157633573,1.421825774754654,1.2085053381011752,1.03910729181665,1.1357372209657486
2017-12-16,81.28875000000001,0,1.5821156235500462,1.419624536138519,1.416332651730255,1.2029789797417978,1.035066425765485,1.130191696997027,1.4208498987246343
2017-12-17,73.43631578947368,0,1.415962945778543,1.4113900788132727,1.1980302113166548,1.0300367943772637,1.1259609776333592,1.4144650132189556,1.079736419955653
2017-12-18,80.394,0,1.4077400309003214,1.193563969862987,1.0255181984570598,1.1206710253353958,1.4096417639855048,1.0743557603443359,1.3819815329484009
2017-12-19,98.4475,1,1.190219254314249,1.0214283746896489,1.1159269878661429,1.403539353307341,1.0702414235547129,1.3757110745228975,2.166234163896968
2017-12-20,116.14478260869565,1,1.0183249459567698,1.1116398939680174,1.3980917155166563,1.0651110513934032,1.3709686027136325,2.157654893745343,2.9350125418574677
2017-12-21,106.05833333333334,0,1.108410013467748,1.3931889439496836,1.0605052125546037,1.3649769515069445,2.1512825641796787,2.924170015627662,2.496852385592358
2017-12-22,90.15714285714286,0,1.38956440902765,1.056339047837497,1.3596252329677945,2.1430561031174045,2.916199987370498,2.4872997872082263,1.8060971045572853
2017-12-23,90.09625,0,1.0531866839314201,1.354806394479565,2.135769007984142,2.905782811954165,2.4802403567623448,1.798578065041557,1.8034518898664904
2017-12-24,92.39590909090909,0,1.3512356613475494,2.1292566396416635,2.8965985275478934,2.471071764515394,1.7929541833055438,1.7959406377683051,1.9033501750926374
2017-12-25,94.73666666666666,1,2.1246003400205775,2.8884260447435706,2.462968770598238,1.7857539704416348,1.7903222533982055,1.8955448260118628,2.0050337980577506
2017-12-26,102.07875,1,2.8827055981732723,2.4557424590610486,1.7793556206026986,1.7831295783500818,1.8897188299760812,1.996929096023869,2.3239773918656157
2017-12-27,105.9,1,2.4506285160123413,1.773620938987105,1.77673775636505,1.8822414843211026,1.9908917779790198,2.314933731286623,2.48997431024777
2017-12-28,112.56041666666665,1,1.7694631429191645,1.7710087868757187,1.8756031336087335,1.983124674210665,2.308233574929593,2.4804419606717163,2.7793059796773543
2017-12-29,102.28875,1,1.766854652327436,1.8696584418868685,1.9762353889191497,2.2995576080491613,2.473396824451964,2.768921848003599,2.3330998917963326
2017-12-30,100.46208333333334,1,1.8653660276229973,1.9700711196729208,2.291881234589958,2.4642478319997236,2.7612754138767923,2.324029374903468,2.2537486225577155
2017-12-31,100.08478260869565,0,1.965637954419863,2.28502823255965,2.4561618117789368,2.7513019405865435,2.3173102598886235,2.2449117129664664,2.237358499536921
2018-01-01,98.81583333333333,1,2.2801535839583975,2.4489503528867704,2.7425019084277005,2.3086082974909976,2.2383575081814957,2.2285698418822673,2.182234739172273
2018-01-02,100.27749999999999,0,2.443845930505012,2.734665661296869,2.3009094115502946,2.2298816655207374,2.2220496995512553,2.173608363898698,2.245730234721787
2018-01-03,98.34791666666666,1,2.729160744543572,2.294036710222376,2.222378602434988,2.213620562259425,2.16720278144909,2.23691693097785,2.1619082165091874
2018-01-04,103.43624999999999,1,2.289149434210223,2.215677253727546,2.206157946676454,2.158930725074911,2.2303793902512354,2.1533416817921167,2.3829478378463214
2018-01-05,100.17916666666667,1,2.2108998161467235,2.1994919911083586,2.1516041437637794,2.221926396824837,2.1469783425423596,2.3737305703812286,2.241458587928833
2018-01-06,101.84782608695652,0,2.1947372408193613,2.145057223478668,2.214443121495644,2.1387642087193903,2.3669078598433297,2.232657859760439,2.313945947195425
2018-01-07,91.54590909090909,0,2.140378775779732,2.207759087845426,2.1314877891477915,2.358063850512462,2.2261291965005787,2.3049318188311427,1.866425770611164
2018-01-08,96.68062499999999,0,2.2029927493579153,2.124984762337314,2.350241949940704,2.217688375578263,2.298252510128629,1.858729125657966,2.089480273110846
2018-01-09,99.8290909090909,0,2.120334450714652,2.343261606022277,2.2102156418078684,2.289605128898446,1.8529798670466693,2.08112696367147,2.226251130432496
2018-01-10,96.50333333333333,1,2.3383053302291277,2.2035408324319277,2.281953511012197,1.8456077413422405,2.074914146384496,2.217495172475647,2.081778638744735
2018-01-11,103.36999999999999,1,2.1987804067796803,2.275122171071832,1.8390605125788007,2.066906403557666,2.2109981138181523,2.0734480026417725,2.3800699063205597
2018-01-12,104.61285714285714,1,2.270261408047422,1.8331955561091646,2.059808721475597,2.20260062813572,2.067251191126425,2.3708611113830576,2.4340602120329664
2018-01-13,112.65545454545455,1,1.8289542527941791,2.0534620969258026,2.1951654232892115,2.05926539491183,2.364044381850302,2.424692471564386,2.7834344703566782
2018-01-14,106.52583333333332,0,2.048912040431555,2.1885234531824818,2.052186718902932,2.355208573486168,2.417763537730283,2.7730381845538634,2.517160808057168
2018-01-15,92.31347826086957,0,2.183784077770413,2.045856725406973,2.3473937750663123,2.4087738783460173,2.765383170471708,2.507548422402869,1.8997693406101401
2018-01-16,93.86,1,2.04131732955427,2.34041964580725,2.400825842790752,2.755397932615687,2.5004467863735207,1.891974533378148,1.9669509808866623
2018-01-17,101.96181818181817,0,2.3354673536615875,2.393735125851961,2.7465877121783295,2.491220323153768,1.88615597914189,1.9589583933059282,2.3188978180405573
2018-01-18,98.28315789473683,0,2.388708100049944,2.7387425499072195,2.4830672121647006,1.8786888374491004,1.9530002201341754,2.309869111545425,2.15909506464041
2018-01-19,92.29304347826088,0,2.733231918476082,2.4757970462387853,1.8720593235107137,1.9453416373344266,2.3031795117137683,2.1505368117419343,1.8988816439295118
2018-01-20,85.02958333333333,0,2.470654992168191,1.8661223643100544,1.9385463327196504,2.294518019609957,2.1441793188702607,1.891089450044832,1.5833534788396681
2018-01-21,88.64958333333334,0,1.861834906655525,1.9324643002237594,2.2868541815097707,2.1359732014176207,1.8852727406469123,1.5764901885999782,1.7406080014548848
2018-01-22,90.99380952380952,0,1.9280838494003365,2.28001214840654,2.1287037241348554,1.8778081285386115,1.5713292194660244,1.7332817595189278,1.842442302693951
2018-01-23,84.28391304347826,0,2.2751445309772667,2.1222067720973357,1.8711808052557746,1.564763737848628,1.7277939792359909,1.8348162642134318,1.5509612066132843
2018-01-24,82.19666666666667,0,2.1175603544538286,1.865245762963992,1.5589150741474103,1.72078038441743,1.8291168487772391,1.544193278065734,1.460290230766365
2018-01-25,77.79375,0,1.8609595340637328,1.5536613892988151,1.7145436484160663,1.8218130664718089,1.5390996275406723,1.45378923433226,1.2690254355919872
2018-01-26,80.10875,0,1.5498119160929105,1.7089503851991559,1.815325024047848,1.5326264510891876,1.4488840189968717,1.2630875158814614,1.3695901372091768
2018-01-27,91.13375,0,1.7048832394815256,1.80951185792908,1.5268577249527582,1.442669218969567,1.2585797928816282,1.363356158610016,1.8485213835718188
2018-01-28,96.07,0,1.8053037526526285,1.5216739885849175,1.4371242504304915,1.2529100218824893,1.3586394389776149,1.8408774484943855,2.062954432538493
2018-01-29,88.874,0,1.5178693529273308,1.4321363106700844,1.2478370561053433,1.3526830983484495,1.835165399326753,2.05467921422606,1.7503567682459245
2018-01-30,78.80624999999999,0,1.4284571822394123,1.2432621371342996,1.3473619592633372,1.82784429404487,2.0485215237506464,1.7430018262888338,1.3130089174008008
2018-01-31,81.39450000000001,0,1.2398477584079786,1.342569878987694,1.821341249680998,2.0405893690794685,1.7374937858211774,1.30694151189125,1.4254437290468882
2018-02-01,83.98826086956522,0,1.3390162980888194,1.8155149562808581,2.033557147397476,1.7304524108725352,1.3023423810769568,1.4190453194688668,1.5381179354892935
2018-02-02,80.5925,0,1.8112984363096707,2.02726780324579,1.7241916168899492,1.2965472745484865,1.4142125231970168,1.5313878170730741,1.3906044674067213
2018-02-03,80.96818181818182,0,2.0227544639552644,1.718577302003014,1.291365766449822,1.4080970219191231,1.5263208578260943,1.3843086233702484,1.4069242643606987
2018-02-04,70.90347826086956,0,1.7144966619927025,1.2866958687224468,1.4026380474859685,1.519884279618279,1.379548231115383,1.4005803754250592,0.9697087524356126
2018-02-05,74.93434782608696,0,1.2832206078364234,1.397725355915557,1.5141472480727818,1.3735320079555373,1.3957860668700137,0.9646520103464604,1.1448116444804934
2018-02-06,73.40833333333333,0,1.3940944621901765,1.5089912457057162,1.368159009761255,1.389723338742719,0.9607663364139949,1.1392394057331507,1.078520848745169
2018-02-07,71.02000000000001,0,1.5052043877694812,1.3633215507464758,1.3843100665961425,0.9559494995932855,1.1349898276255443,1.0731437677320663,0.974770512231539
2018-02-08,69.95428571428572,0,1.359738881704632,1.379437366305445,0.9516151867449891,1.1296740168091595,1.0690319571796372,0.9696988685023916,0.9284753765287164
2018-02-09,71.18083333333333,0,1.3758321073174762,0.9476866178387032,1.12490758550126,1.0639050489155646,0.9658026750662115,0.9235400240250684,0.9817571887657778
2018-02-10,75.61833333333333,0,0.9446865547908151,1.1206008961226404,1.0593022098602232,0.9609714142318206,0.9197400425530325,0.9766649765105302,1.1745243003969998
2018-02-11,68.13526315789473,0,1.1173584547590896,1.0551386700704086,0.9566246099859217,0.915040704547398,0.9727542631499132,1.1688645886521982,0.8494561710780048
2018-02-12,61.327999999999996,0,1.0519879887641967,0.9526851106205068,0.9108081473164592,0.9679030930503693,1.1645532607961082,0.8447534482920445,0.5537454201910191
2018-02-13,61.751666666666665,0,0.9496780410589094,0.9069686185361915,0.963539047102369,1.1591527806606063,0.8411176869447822,0.5499132592906624,0.5721497017972752
2018-02-14,51.54947368421053,0,0.904025630937399,0.9595844605764833,1.1543130245380486,0.8366435224255384,0.5468920530522569,0.5682633593494087,0.12896158381814476
2018-02-15,60.3475,0,0.9565677200216165,1.1499421730924393,0.8326059685834052,0.5432605472304863,0.5652039047711913,0.12637997135560253,0.5111520336097429
2018-02-16,69.6025,0,1.1466586033191246,0.8289370753588359,0.5399527476069674,0.5615199540250488,0.12424156385217615,0.507445266117726,0.9131936376991991
2018-02-17,73.71318181818182,0,0.8261034665469866,0.5369224177293184,0.5581667363634557,0.12182052397793025,0.504512578755447,0.9083032740886868,1.0917636119923573
2018-02-18,84.74521739130435,0,0.5344981332460753,0.5550966639345978,0.11956100479623644,0.5010024472413399,0.9045350515927508,1.0863475447573858,1.5710004869993934
2018-02-19,85.57454545454546,0,0.5526469041509493,0.11744796110942853,0.4977997594659682,0.8998792604994236,1.0822082126901504,1.5641735635263398,1.6070268927111013
2018-02-20,81.77458333333333,0,0.11561166457760282,0.49486140654691957,0.8956844155036509,1.0770435677878414,1.5590382667570948,1.600093908786766,1.4419547299135544
2018-02-21,79.90478260869565,0,0.4924960800464795,0.8918778863970998,1.07240804827595,1.5525079862812965,1.5948837408414902,1.4355077125388784,1.3607296966708795
2018-02-22,79.27434782608695,0,0.8889560518590855,1.0682159118145695,1.5466898072610749,1.588250799356511,1.4306406026010405,1.354521802892102,1.3333433097153107
2018-02-23,73.695,0,1.065046899807973,1.5414627976949657,1.5823437144663786,1.4244780515001607,1.3498234972976864,1.327216040481283,1.0909737851585284
2018-02-26,66.57142857142857,0,1.5376304235633291,1.5770389088034422,1.4189783312621957,1.343892405420082,1.3225746501121887,1.0855600431455372,0.7815224524747174
2018-02-27,62.53181818181818,0,1.5731566667373942,1.4140299855265472,1.3385931321069857,1.3167215986071148,1.0814223525205366,0.7770197241292228,0.6060398548587917
2018-02-28,67.66041666666666,0,1.4103762371896111,1.3338201852329803,1.3114899093482115,1.0762599583123573,0.773525144709591,0.6020537410111229,0.8288286135383418
2018-03-01,70.50541666666668,0,1.33027886900106,1.3067761011523298,1.071626387933063,0.7692445644231188,0.5989238548823398,0.8241866175448072,0.9524167673616273
2018-03-02,61.74583333333334,0,1.303272693296821,1.0674359570385752,0.7653746572343054,0.5951433306022613,0.8205937250172655,0.9474109322587334,0.5718962990214222
2018-03-03,54.46045454545455,0,1.064268038314308,0.7618524613570254,0.5917064789094673,0.8161783408795814,0.9435611950574744,0.5680107025822745,0.25541597765155927
2018-03-04,53.15956521739131,0,0.7591128867447229,0.5885632234478597,0.8121916916700633,0.9387936335558917,0.5649517746334407,0.2524620879714717,0.1989047261985717
2018-03-05,50.90958333333333,0,0.5860665527416064,0.8085673419804917,0.9345019938231927,0.5612685459849981,0.2500608790868489,0.19611720362375556,0.10116444247746025
2018-03-06,53.00125,0,0.8057622859389268,0.9306107655541024,0.5579159536701133,0.2472794941981664,0.19383343814686876,0.09866466380590246,0.19202743781912557
2018-03-07,59.3165,0,0.9276346381600904,0.5548464284439667,0.2447079111936814,0.1912130879767385,0.09658402517009855,0.18926016173559015,0.4663649029975086
2018-03-08,63.44954545454545,0,0.5523970194217321,0.24232179951486837,0.1887809632909764,0.09424219615594266,0.18699068884933792,0.4627899872178816,0.6459063642962756
2018-03-09,68.19739130434782,0,0.24031046416656435,0.18651688306945138,0.0920512746870406,0.18438993623137845,0.45995037783753673,0.6418028848691537,0.8521550473242614
2018-03-10,68.57307692307693,0,0.1845837708834447,0.08999825666908674,0.18197478329991504,0.45656787193403753,0.6385901469435603,0.8474443791430563,0.8684750093758217
2018-03-11,70.05458333333333,0,0.08820043708198597,0.1797255540240257,0.4534757097226025,0.6346960188773003,0.8438030089087977,0.8637162958094083,0.9328323528278254
2018-03-12,68.42954545454546,0,0.17780196141564716,0.45063407097419833,0.6311607847166515,0.8393211536595568,0.8600410089318588,0.9278841735416168,0.8622399340818503
2018-03-18,58.295,0,0.44833073904823034,0.6279314407661402,0.8352769395376728,0.8555126482447063,0.9240751372684424,0.8574995763543387,0.4219904569059497
2018-03-19,70.53545454545454,0,0.6253795866343252,0.8316022183090707,0.8514281597631007,0.9193633836033768,0.8538372474005863,0.41854617791022797,0.9537216271100138
2018-03-20,74.35043478260869,0,0.8287648736989652,0.8477181969020655,0.9151200742377078,0.8493266542122824,0.41579878885824945,0.9487119505466401,1.119446184010611
2018-03-21,70.87125,0,0.844858262117306,0.9112711369210252,0.8452575526332006,0.41254273257767554,0.944859501546022,1.113948620272647,0.9683087414472809
2018-03-22,62.33958333333334,0,0.908322118373432,0.8415610539108079,0.40956007750839496,0.9400882217101798,1.1097517574392521,0.9632561209404594,0.597689081563628
2018-03-23,62.47416666666666,0,0.8387097497490503,0.4068142617719339,0.9357933618480021,1.104508228154114,0.9593733565535641,0.5937275520941878,0.6035354456065276
2018-03-24,62.67958333333333,0,0.404572353180421,0.9318993158402747,1.0998043936633055,0.9545605092105195,0.5906150207973682,0.599556704650221,0.6124588433562173
2018-03-25,64.38,0,0.9289213822527481,1.0955524789362168,0.9502296513056832,0.5868582929187621,0.5964320232611914,0.6084538322357463,0.6863257525174393
2018-03-26,72.71166666666666,0,1.0923451485723354,0.9463041056094083,0.5834420492424929,0.5926586355570816,0.6053106059691329,0.6821032798554783,1.0482573172289806
2018-03-27,73.40777777777777,0,0.9433059804638659,0.58031682659751,0.5892279642388986,0.601511790110307,0.6788065411235102,1.0429693309714212,1.0784967151474683
2018-03-28,74.5047619047619,0,0.5778317150742156,0.5860901168456462,0.598059097654466,0.6747972337851779,1.0389204150139622,1.073119705182815,1.126150227635137
2018-03-29,71.8475,0,0.5835969127554448,0.5949019809085916,0.6711622527638562,1.0338797458466145,1.0690079447855654,1.1206329274322613,1.0107175060061493
2018-03-30,65.84541666666667,0,0.5923964250057429,0.6678456264276165,1.0293515910552975,1.0638811052927022,1.1164221320507697,1.005540035611626,0.7499841498514308
2018-03-31,57.920416666666675,0,0.6652378235726093,1.025253402903584,1.05927832579419,1.1111594988925007,1.0015691360357268,0.7455742691420744,0.40571837865651633
2018-04-01,48.598,0,1.0221446125319493,1.0551148381189195,1.106439120180347,0.9966354404847714,0.7421452335856388,0.4023220040778001,0.0007481624861275972
2018-04-02,60.94133333333333,0,1.0519641902185568,1.1021727286155987,0.9921999263415323,0.7379545249894225,0.3996084321555334,-0.0014559942447590112,0.5369484361916038
2018-04-03,60.54521739130435,0,1.098956118480362,0.9881828023629182,0.7341624479414418,0.3963987448629713,-0.0033279447023483247,0.5331657250120271,0.5197409711739119
2018-04-04,71.49249999999999,0,0.9851259747893174,0.7307083564669233,0.39345624598589046,-0.005383627029416271,0.5301794267784853,0.5160089181565674,0.9952961370756515
2018-04-05,61.96208333333333,0,0.7280124373338617,0.3907455684806812,-0.007326741464852601,0.5265957857185335,0.5130583810020712,0.9901640666402924,0.5812903019262675
2018-04-06,57.50083333333333,0,0.38852618378281945,-0.009162918682652213,0.5233294376482529,0.5095237744125102,0.9862252162240309,0.5773770498781922,0.38749147899335723
2018-04-07,52.530833333333334,0,-0.010821741543170324,0.5203353794931864,0.5062998908794528,0.9813354654759522,0.5742985990257762,0.3841487637560477,0.17159231396638858
2018-04-08,48.13818181818181,0,0.5179343454808091,0.5033429908473857,0.9769380081466779,0.570588601184032,0.38147307153302423,0.1688851981573796,-0.019226558141390546
2018-04-09,53.14913043478261,0,0.5009657754957918,0.9729541853616416,0.5672128263733166,0.3783153236964443,0.16665819416928596,-0.0213719100083967,0.1984514342765484
2018-04-10,53.081875,0,0.9699187041255166,0.5641230155609412,0.37541780511474176,0.16411567357297874,-0.02320234839186355,0.19566524617695571,0.19552982618538287
2018-04-11,48.30227272727273,0,0.5616606033120048,0.37274648711884345,0.1617509503867806,-0.025201110664398858,0.19338242274517767,0.1927522391956288,-0.012098370966089735
2018-04-12,44.43173913043478,0,0.3705523321883974,0.15954584910097278,-0.02709493153644647,0.19076336427776516,0.19047548753896587,-0.014264707961467622,-0.18023619224700393
2018-04-13,48.89333333333334,0,0.15765054289518837,-0.02888797496753239,0.18833235822462419,0.18786475449922632,-0.016109960361105104,-0.18190753750367591,0.013577583023612368
2018-04-14,53.86173913043478,0,-0.03051914871794736,0.18606925685018535,0.18544095838290123,-0.018129035148158286,-0.18340336075083818,0.01133565693702661,0.22940749511804934
2018-04-15,52.5504347826087,0,0.18413677211316754,0.18318416598382256,-0.0200404469418976,-0.18494330923946772,0.009437043986067222,0.22653017348132212,0.17244381025046693
2018-04-16,57.54391304347826,0,0.18125572535161585,-0.02184888311418918,-0.186439790957042,0.00734480288402398,0.2241830162189912,0.16973418766681947,0.38936288210198783
2018-04-17,51.87083333333334,0,-0.02348992373762435,-0.1878851471615645,0.0053700280380969126,0.22147574522014601,0.16750541407315694,0.38601465752078706,0.14292159989842104
2018-04-18,54.61000000000001,0,-0.1892934505557894,0.0035061467287386045,0.21896834588092057,0.16496046704917505,0.3833350760907,0.14029888964729503,0.2619123033597971
2018-04-19,56.66083333333333,0,0.0018295653189213505,0.21663839740755442,0.16259364254267125,0.38017199549533043,0.13813147001233092,0.2589392887289219,0.35100147927048914
2018-04-20,53.843333333333334,0,0.2146630631333377,0.16038670251980225,0.37726985866992474,0.13567064961292108,0.2565245789819165,0.347766189288667,0.22860793853336975
2018-04-21,48.70249999999999,0,0.15849021766852137,0.37459449953102136,0.13337667994000924,0.25372468213401966,0.3451663316968993,0.22573297076266166,0.005287692213555573
2018-04-22,46.73739130434783,0,0.3723977541948538,0.13123349073240256,0.2511370675139209,0.34211256592909783,0.22338747516323093,0.003070171269337494,-0.080077564643293
2018-04-23,48.329047619047614,0,0.1293778706751648,0.2487369275474163,0.33930509727339603,0.22068248258445733,0.001188786622502675,-0.08204377332121228,-0.010935256926273828
2018-04-24,54.470000000000006,0,0.24671659995195536,0.3367125764679356,0.21817705638888302,-0.0008798315690740228,-0.08374774928553254,-0.013105018087829769,0.2558306367393191
2018-04-25,54.23818181818182,0,0.3345689311810943,0.21584883449301612,-0.0028341486441140163,-0.0855731102538372,-0.014952687706568038,0.25287552631769183,0.24576034460800802
2018-04-26,49.60954545454546,0,0.2138746069690992,-0.00468012860762881,-0.08731676317098803,-0.016975076908666543,0.2504734556758957,0.24283488076662893,0.044690178386166
2018-04-27,49.72866666666666,0,-0.0063452351083334675,-0.08897840379626197,-0.018889359032195154,0.24769088917279528,0.24045373851332869,0.04235665793040834,0.049864860525797305
2018-04-28,48.46875,0,-0.09052534727332132,-0.020700306854779752,0.2451182828736966,0.23769986836037818,0.04039338583407631,0.04751610599069906,-0.004866519018849361
2018-04-29,46.338,0,-0.02234295746659719,0.24273127577226497,0.2351521135018966,0.03821248613911894,0.0455420797119909,-0.007054146327983887,-0.09742731295873132
2018-05-01,41.32375,0,0.24071936645073816,0.23278685237834554,0.03616093171162523,0.04334643421932906,-0.008914428183085337,-0.0993424445974732,-0.3152487190425298
2018-05-02,37.86217391304348,0,0.23078888240651485,0.03422986527975617,0.041282109724767924,-0.01095411088826088,-0.1010103637852554,-0.3165225922439767,-0.46562123148744616
2018-05-03,35.38458333333333,0,0.03251021765685814,0.03933986898714089,-0.01288336942734531,-0.10278628483203836,-0.3177378283367897,-0.4664524133846901,-0.5732489452576883
2018-05-04,38.63863636363636,0,0.037613058542849985,-0.014707422196497198,-0.10448712208561556,-0.31889304451646255,-0.4673551407321245,-0.5737632750108626,-0.4318913331458371
2018-05-05,46.432916666666664,0,-0.016358473186258264,-0.10611129733866578,-0.32005634267307637,-0.4680818547180403,-0.574442327158279,-0.4328218146587136,-0.09330408779163361
2018-05-06,43.76791666666667,0,-0.10763422520567578,-0.3212101502926113,-0.4688740639812299,-0.5748623447226897,-0.43379464051046307,-0.09523135805795488,-0.2090729559600179
2018-05-07,47.20208333333333,0,-0.3224315686590912,-0.46970315437440896,-0.5753889505949709,-0.4346174713677377,-0.09690784625813789,-0.21065940681458442,-0.059891121775555264
2018-05-08,44.36739130434783,0,-0.47071642634271854,-0.5759856276825114,-0.43549291918594907,-0.09869551686606556,-0.21209530061917628,-0.0619167586200659,-0.18303149243281347
2018-05-09,47.04750000000001,0,-0.5768499208208452,-0.43639484655482713,-0.10040652940393988,-0.2135530757350865,-0.06366268666613091,-0.18469460842560753,-0.06660629533566582
2018-05-10,48.63916666666666,0,-0.43745480762034145,-0.1020396084268223,-0.21497839416249417,-0.0655455710136246,-0.18618462239459907,-0.0686121629491319,0.002536462075720324
2018-05-11,48.409166666666664,0,-0.10356824368312455,-0.21636147971809472,-0.06733903998175554,-0.18771660538313586,-0.07034413531652832,0.0003270406547334396,-0.007454847372207669
2018-05-12,45.17458333333334,0,-0.21772986711700795,-0.0690442715907234,-0.18920618886621318,-0.07220788407497598,-0.0015486263016495575,-0.009634854735144426,-0.14796668658283427
2018-05-13,40.037083333333335,0,-0.07061915724488994,-0.19064550884703754,-0.07398478135533594,-0.0036094045753421633,-0.011489757447255017,-0.1497330321112726,-0.3711421313164464
2018-05-14,36.05714285714286,0,-0.19204994297249767,-0.07567551209245241,-0.005556932171834482,-0.013522064440210656,-0.1512959188301102,-0.3722514563090911,-0.5440326394988529
2018-05-28,44.865,0,-0.07724110256915001,-0.007396971077340074,-0.01544493550934563,-0.1529278226484987,-0.37335053300640925,-0.5446329810123554,-0.16141513390133186
